"","subj","list","time","page","pprog","pracism","phonesty","phelpful","pintel","pchristian","pfriendly","pparty","age","gender","education","party","wom.refugees","wom.headscarf","wom.citizenship","wom.islam","wom.asylum","comment","sentence","dog.whistle","sentence.label"
"16",8,1,"2022/02/18 10:55:30 AM GMT+1","40-59",2,4,4,3,3,2,2,"AfD",59,"weiblich","Realschule","SPD","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"17",9,1,"2022/02/18 10:57:08 AM GMT+1","40-59",4,1,5,5,5,3,5,"keine Angabe",37,"männlich","Studium","AfD","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,1,"Dog whistle","Volk"
"18",9,1,"2022/02/18 10:57:08 AM GMT+1","40-59",4,1,5,4,5,3,3,"FDP",37,"männlich","Studium","AfD","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,2,"Control","deutsches Staatsvolk"
"19",10,1,"2022/02/18 10:57:25 AM GMT+1","40-59",3,2,4,3,3,3,3,"keine Angabe",35,"männlich","Studium","Die Partei","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Neutral",NA,1,"Dog whistle","Volk"
"20",10,1,"2022/02/18 10:57:25 AM GMT+1","60-79",2,1,1,2,2,2,2,"FDP",35,"männlich","Studium","Die Partei","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Neutral",NA,2,"Control","deutsches Staatsvolk"
"21",11,1,"2022/02/18 10:57:53 AM GMT+1","20-39",4,1,3,3,4,2,4,"Linke",26,"weiblich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,1,"Dog whistle","Volk"
"22",11,1,"2022/02/18 10:57:53 AM GMT+1","60-79",2,4,4,3,3,4,3,"CDU",26,"weiblich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,2,"Control","deutsches Staatsvolk"
"23",12,1,"2022/02/18 10:59:33 AM GMT+1","40-59",4,1,5,4,4,3,4,"SPD",22,"männlich","Abitur","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral",NA,1,"Dog whistle","Volk"
"24",12,1,"2022/02/18 10:59:33 AM GMT+1","60-79",2,3,3,2,2,4,3,"AfD",22,"männlich","Abitur","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral",NA,2,"Control","deutsches Staatsvolk"
"25",13,1,"2022/02/18 11:00:54 AM GMT+1","40-59",5,1,5,4,5,4,5,"Grüne",27,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu",NA,1,"Dog whistle","Volk"
"26",13,1,"2022/02/18 11:00:54 AM GMT+1","40-59",4,2,4,3,4,3,3,"AfD",27,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"27",14,1,"2022/02/18 11:02:08 AM GMT+1","40-59",4,1,4,3,3,3,3,"CDU",28,"weiblich","Studium","SPD","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral",NA,1,"Dog whistle","Volk"
"28",14,1,"2022/02/18 11:02:08 AM GMT+1","40-59",3,2,5,3,3,3,3,"keine Angabe",28,"weiblich","Studium","SPD","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral",NA,2,"Control","deutsches Staatsvolk"
"29",15,1,"2022/02/18 11:03:09 AM GMT+1","60-79",1,3,2,2,2,4,2,"CDU",46,"männlich","Studium","Volt","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Dog whistle","Volk"
"30",15,1,"2022/02/18 11:03:09 AM GMT+1","40-59",1,4,2,2,3,4,1,"CDU",46,"männlich","Studium","Volt","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Control","deutsches Staatsvolk"
"31",16,1,"2022/02/18 11:03:30 AM GMT+1","40-59",5,2,2,4,3,5,3,"CDU",22,"weiblich","Abitur","SPD","Neutral","Neutral","Neutral","Neutral","Ich stimme zu",NA,1,"Dog whistle","Volk"
"32",16,1,"2022/02/18 11:03:30 AM GMT+1","60-79",3,3,4,2,3,4,2,"CDU",22,"weiblich","Abitur","SPD","Neutral","Neutral","Neutral","Neutral","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"33",17,1,"2022/02/18 11:09:15 AM GMT+1","20-39",4,1,4,3,3,2,4,"Grüne",25,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme nicht zu",NA,1,"Dog whistle","Volk"
"34",17,1,"2022/02/18 11:09:15 AM GMT+1","40-59",3,3,4,2,3,4,3,"CDU",25,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme nicht zu",NA,2,"Control","deutsches Staatsvolk"
"35",18,1,"2022/02/18 11:10:04 AM GMT+1","40-59",3,2,4,4,4,4,4,"CDU",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,1,"Dog whistle","Volk"
"36",18,1,"2022/02/18 11:10:04 AM GMT+1","60-79",2,3,4,4,4,3,2,"CDU",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,2,"Control","deutsches Staatsvolk"
"37",19,1,"2022/02/18 11:10:06 AM GMT+1","40-59",4,2,4,4,4,3,4,"CDU",46,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Dog whistle","Volk"
"38",19,1,"2022/02/18 11:10:06 AM GMT+1","40-59",2,3,4,3,3,3,2,"AfD",46,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Control","deutsches Staatsvolk"
"39",20,1,"2022/02/18 11:11:51 AM GMT+1","40-59",3,3,3,2,2,4,3,"CDU",42,"weiblich","Abitur","SPD","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,1,"Dog whistle","Volk"
"40",20,1,"2022/02/18 11:11:51 AM GMT+1","40-59",3,3,3,2,3,4,2,"AfD",42,"weiblich","Abitur","SPD","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,2,"Control","deutsches Staatsvolk"
"41",21,1,"2022/02/18 11:13:54 AM GMT+1","60-79",2,4,2,2,2,4,2,"AfD",33,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Dog whistle","Volk"
"42",21,1,"2022/02/18 11:13:54 AM GMT+1","60-79",2,4,2,2,2,4,2,"CDU",33,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Control","deutsches Staatsvolk"
"43",22,1,"2022/02/18 11:14:06 AM GMT+1","40-59",3,1,3,3,4,3,3,"SPD",34,"männlich","Abitur","FDP","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich finde es schwierig bis gar unmöglich anhand so kurzer und kontextloser Aussagen eine Ableitung zur Freundlichkeit, Intelligenz etc. zu treffen. Ein größerer Auszug der Aussage und der Kontext wären hilfreich. Auch eine verknüpftige Aussage kann im unpassenden Kontext einen Dummkopf ausmachen :)",1,"Dog whistle","Volk"
"44",22,1,"2022/02/18 11:14:06 AM GMT+1","40-59",3,1,3,3,4,3,3,"keine Angabe",34,"männlich","Abitur","FDP","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich finde es schwierig bis gar unmöglich anhand so kurzer und kontextloser Aussagen eine Ableitung zur Freundlichkeit, Intelligenz etc. zu treffen. Ein größerer Auszug der Aussage und der Kontext wären hilfreich. Auch eine verknüpftige Aussage kann im unpassenden Kontext einen Dummkopf ausmachen :)",2,"Control","deutsches Staatsvolk"
"45",23,1,"2022/02/18 11:15:10 AM GMT+1","40-59",3,1,3,3,3,4,3,"CDU",40,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,1,"Dog whistle","Volk"
"46",23,1,"2022/02/18 11:15:10 AM GMT+1","40-59",2,4,3,2,3,4,3,"AfD",40,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"47",24,1,"2022/02/18 11:15:19 AM GMT+1","40-59",4,1,3,4,4,3,4,"SPD",49,"weiblich","Studium","SPD","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Ich stimme zu",NA,1,"Dog whistle","Volk"
"48",24,1,"2022/02/18 11:15:19 AM GMT+1","40-59",3,3,4,3,4,2,3,"AfD",49,"weiblich","Studium","SPD","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"49",25,1,"2022/02/18 11:18:09 AM GMT+1","40-59",3,2,2,2,3,3,3,"CDU",30,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,1,"Dog whistle","Volk"
"50",25,1,"2022/02/18 11:18:09 AM GMT+1","40-59",4,2,3,3,4,2,4,"Linke",30,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"51",26,1,"2022/02/18 11:18:34 AM GMT+1","40-59",3,2,3,3,3,3,3,"SPD",28,"männlich","Studium","SPD","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,1,"Dog whistle","Volk"
"52",26,1,"2022/02/18 11:18:34 AM GMT+1","40-59",2,3,3,3,3,2,3,"CDU",28,"männlich","Studium","SPD","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,2,"Control","deutsches Staatsvolk"
"53",27,1,"2022/02/18 11:18:35 AM GMT+1","40-59",3,1,3,3,3,3,3,"SPD",22,"männlich","Abitur","FDP","Neutral","Neutral","Neutral","Neutral","Neutral",NA,1,"Dog whistle","Volk"
"54",27,1,"2022/02/18 11:18:35 AM GMT+1","60-79",3,4,3,2,3,3,3,"CDU",22,"männlich","Abitur","FDP","Neutral","Neutral","Neutral","Neutral","Neutral",NA,2,"Control","deutsches Staatsvolk"
"55",28,1,"2022/02/18 11:18:41 AM GMT+1","40-59",3,3,3,3,3,3,3,"keine Angabe",28,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,1,"Dog whistle","Volk"
"56",28,1,"2022/02/18 11:18:41 AM GMT+1","60-79",2,4,3,3,3,5,2,"CDU",28,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,2,"Control","deutsches Staatsvolk"
"57",29,1,"2022/02/18 11:23:18 AM GMT+1","40-59",3,3,3,3,3,3,3,"keine Angabe",29,"männlich","Abitur","Die Partei","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral","Da beide Politiker Aussagen tätigten, die je nach Kontext in alle Richtungen interpretiert werden können und es an Informationen fehlte, sah ich mich genötigt alles mit einer neutralen 3 zu bewerten.",1,"Dog whistle","Volk"
"58",29,1,"2022/02/18 11:23:18 AM GMT+1","40-59",3,3,3,3,3,3,3,"CDU",29,"männlich","Abitur","Die Partei","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral","Da beide Politiker Aussagen tätigten, die je nach Kontext in alle Richtungen interpretiert werden können und es an Informationen fehlte, sah ich mich genötigt alles mit einer neutralen 3 zu bewerten.",2,"Control","deutsches Staatsvolk"
"59",30,2,"2022/02/18 12:06:10 PM GMT+1","60-79",4,2,4,3,3,4,4,"AfD",19,"männlich","Abitur","volt","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"60",30,2,"2022/02/18 12:06:10 PM GMT+1","40-59",2,4,2,2,3,2,3,"AfD",19,"männlich","Abitur","volt","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"61",31,2,"2022/02/18 12:08:13 PM GMT+1","20-39",5,1,4,3,5,3,4,"SPD",29,"männlich","Realschule","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,1,"Control","Volk"
"62",31,2,"2022/02/18 12:08:13 PM GMT+1","40-59",3,4,3,2,3,3,4,"AfD",29,"männlich","Realschule","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"63",32,2,"2022/02/18 12:09:36 PM GMT+1","40-59",4,1,4,4,4,3,4,"SPD",25,"weiblich","Abitur","Humanistische Partei","Neutral","Neutral","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"64",32,2,"2022/02/18 12:09:36 PM GMT+1","60-79",3,1,5,3,3,3,2,"CDU",25,"weiblich","Abitur","Humanistische Partei","Neutral","Neutral","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"65",33,2,"2022/02/18 12:12:52 PM GMT+1","20-39",3,3,3,4,4,2,4,"Grüne",21,"weiblich","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"66",33,2,"2022/02/18 12:12:52 PM GMT+1","40-59",2,4,3,2,3,4,2,"CDU",21,"weiblich","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"67",34,2,"2022/02/18 12:13:31 PM GMT+1","20-39",4,2,3,4,4,3,4,"SPD",25,"männlich","Realschule","Linke","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,1,"Control","Volk"
"68",34,2,"2022/02/18 12:13:31 PM GMT+1","40-59",3,2,3,2,4,3,3,"CDU",25,"männlich","Realschule","Linke","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,2,"Dog whistle","deutsches Staatsvolk"
"69",35,2,"2022/02/18 12:14:31 PM GMT+1","40-59",4,1,4,4,4,2,4,"SPD",21,"männlich","Abitur","SPD","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"70",35,2,"2022/02/18 12:14:31 PM GMT+1","60-79",2,4,2,3,2,4,3,"AfD",21,"männlich","Abitur","SPD","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"71",36,2,"2022/02/18 12:14:38 PM GMT+1","20-39",5,1,4,3,5,3,4,"keine Angabe",24,"weiblich","Studium","(no answer)","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"72",36,2,"2022/02/18 12:14:38 PM GMT+1","60-79",2,4,3,2,3,4,3,"AfD",24,"weiblich","Studium","(no answer)","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"73",37,2,"2022/02/18 12:15:04 PM GMT+1","20-39",4,2,3,3,4,3,4,"SPD",25,"männlich","Abitur","FDP","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"74",37,2,"2022/02/18 12:15:04 PM GMT+1","40-59",2,4,3,2,2,2,3,"AfD",25,"männlich","Abitur","FDP","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"75",38,2,"2022/02/18 12:16:20 PM GMT+1","40-59",3,2,2,3,4,4,3,"CDU",22,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,1,"Control","Volk"
"76",38,2,"2022/02/18 12:16:20 PM GMT+1","40-59",1,5,2,2,2,2,2,"AfD",22,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,2,"Dog whistle","deutsches Staatsvolk"
"77",39,2,"2022/02/18 12:19:26 PM GMT+1","20-39",4,3,4,4,3,2,4,"Grüne",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"78",39,2,"2022/02/18 12:19:26 PM GMT+1","60-79",2,4,3,2,3,4,3,"CDU",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"79",40,2,"2022/02/18 12:19:51 PM GMT+1","40-59",4,2,4,4,4,3,4,"SPD",25,"weiblich","Studium","Volt","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,1,"Control","Volk"
"80",40,2,"2022/02/18 12:19:51 PM GMT+1","40-59",3,3,3,3,4,2,3,"Grüne",25,"weiblich","Studium","Volt","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,2,"Dog whistle","deutsches Staatsvolk"
"81",41,2,"2022/02/18 12:26:00 PM GMT+1","20-39",3,3,3,3,3,3,3,"Grüne",22,"keine Angabe","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"82",41,2,"2022/02/18 12:26:00 PM GMT+1","60-79",1,4,3,1,2,4,1,"AfD",22,"keine Angabe","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"83",42,2,"2022/02/18 12:29:46 PM GMT+1","20-39",4,1,4,3,4,3,3,"Grüne",49,"männlich","Studium","SPD","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,1,"Control","Volk"
"84",42,2,"2022/02/18 12:29:46 PM GMT+1","40-59",5,1,5,3,5,5,5,"AfD",49,"männlich","Studium","SPD","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"85",43,2,"2022/02/18 12:30:19 PM GMT+1","40-59",4,2,3,2,4,5,4,"CDU",23,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"86",43,2,"2022/02/18 12:30:19 PM GMT+1","60-79",2,5,2,2,2,5,2,"AfD",23,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"87",44,2,"2022/02/18 12:31:37 PM GMT+1","20-39",4,2,3,3,4,2,4,"Grüne",19,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"88",44,2,"2022/02/18 12:31:37 PM GMT+1","60-79",1,5,2,1,1,5,1,"AfD",19,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"89",45,2,"2022/02/18 12:32:14 PM GMT+1","40-59",3,1,2,2,4,5,3,"CDU",28,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,1,"Control","Volk"
"90",45,2,"2022/02/18 12:32:14 PM GMT+1","60-79",1,2,3,1,4,5,2,"CDU",28,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,2,"Dog whistle","deutsches Staatsvolk"
"91",46,2,"2022/02/18 12:32:34 PM GMT+1","40-59",3,1,3,3,3,4,4,"CDU",35,"männlich","Abitur","Grüne","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,1,"Control","Volk"
"92",46,2,"2022/02/18 12:32:34 PM GMT+1","40-59",3,2,3,3,3,3,3,"AfD",35,"männlich","Abitur","Grüne","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"93",47,2,"2022/02/18 12:32:53 PM GMT+1","40-59",4,1,3,3,4,4,4,"Grüne",23,"männlich","Abitur","(no answer)","Neutral","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,1,"Control","Volk"
"94",47,2,"2022/02/18 12:32:53 PM GMT+1","40-59",3,2,4,3,3,4,3,"keine Angabe",23,"männlich","Abitur","(no answer)","Neutral","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"95",48,2,"2022/02/18 12:36:32 PM GMT+1","40-59",3,3,3,4,3,4,4,"keine Angabe",44,"männlich","Studium","CDU","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,1,"Control","Volk"
"96",48,2,"2022/02/18 12:36:32 PM GMT+1","60-79",1,5,4,2,3,2,2,"AfD",44,"männlich","Studium","CDU","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"97",49,2,"2022/02/18 12:37:28 PM GMT+1","60-79",2,3,3,3,3,5,3,"CDU",27,"männlich","Abitur","Volt","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,1,"Control","Volk"
"98",49,2,"2022/02/18 12:37:28 PM GMT+1","60-79",1,4,3,2,3,4,2,"AfD",27,"männlich","Abitur","Volt","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"99",50,2,"2022/02/18 12:40:03 PM GMT+1","20-39",4,1,3,3,4,3,3,"Grüne",51,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Die Aussage ""Islamische Verbände sollen als Religionsgemeinschaften staatlich anerkannt werden können."" zu bewerten finde ich schwierig, da ich die staatliche Anerkennung von Religionsgemeinschaften allgemein ablehne (auch die der christlichen Kirchen)",1,"Control","Volk"
